"component_name","classification","batch","priority","risk_level","source_path","repo_ui_export","effort","parity_risk","is_monolith","soc_potential","soc_strategy","batch_15_candidate","refactor_potential","refactor_strategy","story_group"
"ChannelForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/ChannelForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"CurrencyForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/CurrencyForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"EmailTagForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/EmailTagForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"email-template-form","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/email-template-form/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"GroupForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/group-form/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"HolidayDateForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/HolidayDateForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"HospitalUploadForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/HospitalUploadForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"InsuranceForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/InsuranceForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"PageManagementForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/PageManagementForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"PartnerCommForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/partner-comm-form/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"PartnerManagementForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/PartnerManagementForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"BenefitForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/product-catalog/benefit.form.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"FieldArrayInput","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/product-catalog/field-array-input.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"PackageForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/product-catalog/package.form.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ProductCategoryForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/product-category.form.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ProductCategoryForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/ProductCategoryForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ProductForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/product-form/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"RoleForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/role-form/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"SanctionForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/SanctionForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"SourceForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/SourceForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"AddChannelModal","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/add-channel-modal.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"AddInsurerModal","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/add-insurer-modal.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UserChannels","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/user-channels.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UserForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/user-form.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UserGroups","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/user-groups.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UserInsurers","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/user-insurers.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UserRoles","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/components/user-roles.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UserForm","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/forms/UserForm/index.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"Image","SPLIT","1.5","P2","LOW","src/components/image.tsx","","M","LOW","YES","HIGH","render-prop","DONE","HIGH","split into ImageContainer + OptimizeImageShell",""
"ImageContainer","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/image.tsx","","M","LOW","NO","NONE","none","DONE","NONE","container frozen; delegates view rendering to shell",""
"OptimizeImageShell","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/OptimizeImageShell.tsx","","XS","LOW","NO","NONE","none","DONE","NONE","shell retained locally after split; no Phase 04 shared-ui intake",""
"ImageOrDefault","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/image-or-default.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Input","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/input.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Loader","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/loader.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Modal","KEEP_APP_LOCAL","1.5","P2","MEDIUM","src/components/modal.tsx","","S","MEDIUM","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"MultipleSelect","KEEP_APP_LOCAL","1.5","P2","MEDIUM","src/components/multiple-select.tsx","","S","MEDIUM","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"NoRecentData","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/no-recent-data.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"NotFoundPage","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/not-found.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Pagination","KEEP_APP_LOCAL","1.5","P2","MEDIUM","src/components/pagination.tsx","","S","MEDIUM","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Popover","KEEP_APP_LOCAL","1.5","P2","MEDIUM","src/components/popover.tsx","","S","MEDIUM","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"BarchartHorizontal","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/barchart-horizontal.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"BarchartVertical","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/barchart-vertical.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Dashedlinechart","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/dashedlinechart.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Linechart","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/linechart.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"LinechartPolicy","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/linechart-policy.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Piechart","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/piechart.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"TablePolicy","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/recharts/table-policy.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Select","KEEP_APP_LOCAL","1.5","P2","MEDIUM","src/components/select.tsx","","S","MEDIUM","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Textarea","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/textarea.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Tooltip","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/tooltip.tsx","","S","LOW","YES","MEDIUM","container-shell","SKIPPED","MEDIUM","skipped - existing component already presentation-focused; no safe split found",""
"Alert","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/alert.tsx","","S","LOW","NO","NONE","none","NO","","","Feedback"
"Badge","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/badge.tsx","","S","LOW","NO","NONE","none","NO","","","Feedback"
"Breadcrumb","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/breadcrumb.tsx","","S","LOW","NO","NONE","none","NO","","","Navigation"
"Button","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/button.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Buttons"
"Calendar","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/calendar.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Inputs"
"Card","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/card.tsx","","S","LOW","NO","NONE","none","NO","","","Layout"
"Checkbox","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/checkbox.tsx","","S","LOW","NO","NONE","none","NO","","","Inputs"
"Combobox","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/combobox.tsx","","L","HIGH","NO","NONE","none","NO","","","Inputs"
"Command","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/command.tsx","","S","LOW","NO","NONE","none","NO","","","Inputs"
"DataTable","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/DataTable/index.tsx","","L","HIGH","NO","NONE","none","NO","","","Data Display"
"DateRangePicker","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/date-range-picker.tsx","","L","HIGH","NO","NONE","none","NO","","","Inputs"
"Dialog","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/dialog.tsx","","L","HIGH","NO","NONE","none","NO","","","Overlays"
"Drewer","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/drewer.tsx","","L","HIGH","NO","NONE","none","NO","","","Overlays"
"DropdownMenu","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/dropdown-menu.tsx","","L","HIGH","NO","NONE","none","NO","","","Overlays"
"SelectAutocomplete","KEEP_APP_LOCAL","N/A","P0","HIGH","src/components/ui/Fields/SelectAutocomplete/index.tsx","Combobox","L","HIGH","NO","NONE","none","NO","NONE","canonical target reconciled to shared Combobox; do not treat wrapper as standalone Phase 04 intake","Inputs"
"UploadFile","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/Fields/UploadFile/index.tsx","","L","HIGH","NO","NONE","none","NO","","","Inputs"
"Form","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/form.tsx","","L","HIGH","NO","NONE","none","NO","","","Inputs"
"Image","SPLIT","1.5","P2","LOW","src/components/ui/image.tsx","","M","LOW","YES","HIGH","render-prop","DONE","HIGH","split into ImageContainer + OptimizeImageShell",""
"ImageContainer","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/ui/image.tsx","","M","LOW","NO","NONE","none","DONE","NONE","container frozen; delegates view rendering to shell",""
"OptimizeImageShell","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/ui/OptimizeImageShell.tsx","","XS","LOW","NO","NONE","none","DONE","NONE","shell retained locally after split; no Phase 04 shared-ui intake",""
"ImageOrDefault","KEEP_APP_LOCAL","N/A","P3","LOW","src/components/ui/image-or-default.tsx","","XS","LOW","YES","LOW","hook-extraction","NO","LOW","hook-extraction - move data fetching and derivation logic into dedicated hooks/container",""
"Input","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/input.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Inputs"
"JourneyVerticalImage","KEEP_APP_LOCAL","N/A","P3","LOW","src/components/ui/journey-vertical.image.tsx","","XS","LOW","YES","LOW","hook-extraction","NO","LOW","hook-extraction - move data fetching and derivation logic into dedicated hooks/container",""
"Label","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/label.tsx","","S","LOW","NO","NONE","none","NO","","","Inputs"
"Loading","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/loading.tsx","Spinner","M","MEDIUM","NO","NONE","none","NO","NONE","wrapper stays app-local; compose shared Spinner internally instead of queuing standalone Phase 04 intake","Feedback"
"Loading","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/Loading/index.tsx","Spinner","M","MEDIUM","NO","NONE","none","NO","NONE","wrapper stays app-local; compose shared Spinner internally instead of queuing standalone Phase 04 intake","Feedback"
"Menubar","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/menubar.tsx","","L","HIGH","NO","NONE","none","NO","","","Navigation"
"NavigationMenu","NEW_SHARED_COMPONENT","4","P0","HIGH","src/components/ui/navigation-menu.tsx","","L","HIGH","NO","NONE","none","NO","","","Navigation"
"PageHeader","SPLIT","1.5","P2","LOW","src/components/ui/PageHeader/index.tsx","","M","LOW","YES","HIGH","render-prop","DONE","HIGH","split into PageHeaderContainer + PageHeaderShell; keep any page header wrapper app-local and do not target @repo/ui PageHeader",""
"PageHeaderContainer","KEEP_APP_LOCAL","1.5","P2","LOW","src/components/ui/PageHeader/index.tsx","","M","LOW","NO","NONE","none","DONE","NONE","container frozen; delegates view rendering to shell and keeps page header orchestration app-local",""
"PageHeaderShell","KEEP_APP_LOCAL","N/A","P2","LOW","src/components/ui/PageHeader/PageHeaderShell.tsx","","XS","LOW","NO","NONE","none","DONE","NONE","none - shell extracted in Batch 1.5; retain local composition from app-agnostic @repo/ui primitives as needed",""
"Pagination","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/pagination.tsx","","S","LOW","NO","NONE","none","NO","","","Navigation"
"Popover","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/popover.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Overlays"
"RadioGroup","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/radio-group.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Inputs"
"BarchartHorizontal","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/barchart-horizontal.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"BarchartVertical","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/barchart-vertical.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Dashedlinechart","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/dashedlinechart.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Linechart","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/linechart.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"LinechartPolicy","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/linechart-policy.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Piechart","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/piechart.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"TablePolicy","KEEP_APP_LOCAL","N/A","P3","MEDIUM","src/components/ui/recharts/table-policy.tsx","","XS","MEDIUM","YES","LOW","prop-injection","NO","LOW","prop-injection - convert domain-shaped inputs into plain props for a reusable shell",""
"Select","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/select.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Inputs"
"SelectPhoneCode","KEEP_APP_LOCAL","N/A","P0","HIGH","src/components/ui/select-phone-code.tsx","Select","L","HIGH","NO","NONE","none","NO","NONE","phone-code picker stays app-local; keep composing shared Select with app-owned country metadata and Next.js image cells instead of queuing standalone Phase 04 intake","Inputs"
"Spinner","NEW_SHARED_COMPONENT","4","P2","LOW","src/components/ui/spinner.tsx","","S","LOW","NO","NONE","none","NO","","","Feedback"
"Switch","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/switch.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Inputs"
"Table","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/table.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Data Display"
"Tabs","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/tabs.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Navigation"
"Textarea","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/textarea.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Inputs"
"Tooltip","NEW_SHARED_COMPONENT","4","P1","MEDIUM","src/components/ui/tooltip.tsx","","M","MEDIUM","NO","NONE","none","NO","","","Overlays"
"DetailView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/claim/detail/detail.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ExportView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/claim/export/export.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/claim/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"SlaView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/configuration/sla/sla.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"AddView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/customer/add/add.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/customer/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ClaimView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/dashboard/claim/claim.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"PolicyView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/dashboard/policy/policy.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"TransactionView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/dashboard/transaction/transaction.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"DetailView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/employment-benefit/membership/detail/detail.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/employment-benefit/membership/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"DetailView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/finance/billing/detail/detail.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ExportView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/finance/billing/export/export.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/finance/billing/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"HomeView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/home/home.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"Home2View","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/home/home-2.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"LayoutView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/layout/layout.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ProductView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/masterdata/product/product.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"AddView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/plan/add/add.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"DetailView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/plan/detail/detail.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/plan/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UploadView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/plan/upload/upload.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"DetailView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/detail/detail.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"DetailView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/endorsement/detail/detail.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/endorsement/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"UploadView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/endorsement/upload/upload.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ExportView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/export/export.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ImportView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/import/import.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/policy/list/list.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"AddView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/transaction/add/add.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"CountriesView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/transaction/countries/countries.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ExportView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/transaction/export/export.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListAdminView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/transaction/list/list-admin.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"ListTransactionView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/transaction/list/list-transaction.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"RevenueView","KEEP_APP_LOCAL","N/A","P3","HIGH","src/views/transaction/revenue/revenue.view.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - no practical split boundary identified",""
"MicrosoftLoginButton","KEEP_APP_LOCAL","N/A","P3","HIGH","src/components/microsoft-login-button.tsx","","XS","HIGH","NO","NONE","none","NO","NONE","none - keep local until multi-app reuse signal appears",""
